"","wikidataId","fullName","type","inceptionDate","altNames","terminationDate","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa","dbpediaId"
"2810","Q67087991","Lokomotiv Penza","rugby union club",NA,"Lokomotiv; Регбийный клуб «Локомотив Пенза»",NA,NA,"Russia",NA,NA,"Stade Pervomaisky",NA,NA,NA,"11hzv3kqm0","Lokomotiv_Penza","Lokomotiv_Penza",NA,NA,"%E3%83%AD%E3%82%B3%E3%83%A2%E3%83%86%E3%82%A3%E3%83%96%E3%83%BB%E3%83%9A%E3%83%B3%E3%82%B6","http://dbpedia.org/resource/Lokomotiv_Penza"
"2815","Q67913290","Hawick and Wilton RFC","rugby union team",NA,"Hawick and Wilton Rugby Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"11hzcy9_tz","Hawick_and_Wilton_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Hawick_and_Wilton_RFC"
"2827","Q68377644","Cartha RFC","rugby union team",NA,"Cartha Rugby Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"11hzy8n8pl","Cartha_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Cartha_RFC"
"2828","Q68377650","Queens Park F.P.","rugby union team",NA,"Queens Park Former Pupils Rugby Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"11fmzt9b7t","Queens_Park_F.P.",NA,NA,NA,NA,"http://dbpedia.org/resource/Queens_Park_F.P."
"2829","Q70203473","Bizkarians Rugby Elkartea","rugby union club","2011-01-01",NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830","Q70243155","RC CSKA Moscow","rugby union club",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,"Moscow",NA,"11fzsd8qp5",NA,"RC_CSKA_Moscou",NA,NA,NA,NA
"2831","Q73631367","Gòtics RC","rugby union team","1984-01-01","Gòtics Rugby Club",NA,NA,"Spain",NA,NA,"Camp Municipal de Rugby La Foixarda",NA,"Barcelona",NA,"11h8brzw71","G%C3%B2tics_RC",NA,NA,"G%C3%B2tics_Rugby_Club",NA,"http://dbpedia.org/resource/Gòtics_RC"
"2833","Q74110776","Detroit Tradesmen","rugby union club","1978-01-01","Detroit Tradesmen Rugby Club",NA,NA,"U.S.A.",NA,NA,NA,NA,"Detroit",NA,"11hzdqwydj","Detroit_Tradesmen",NA,NA,NA,NA,"http://dbpedia.org/resource/Detroit_Tradesmen"
"2834","Q74115763","Ballina Seahorses","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11fmzcj8s9","Ballina_Seahorses",NA,NA,NA,NA,NA
"2839","Q83558260","Ceibos Rugby","rugby union team","2019-01-01","Ceibos; Los Ceibos","2023-01-01",NA,"Argentina","Super Liga Americana de Rugby",NA,NA,NA,"Córdoba",NA,"11frs28f9k",NA,NA,NA,"Ceibos_Rugby","%E3%82%BB%E3%82%A4%E3%83%9C%E3%82%B9","http://dbpedia.org/resource/Ceibos"
"2840","Q83864890","Peñarol Rugby","rugby union team","2020-01-01","Club Atlético Peñarol de Rugby",NA,NA,"Uruguay","Super Liga Americana de Rugby",NA,"Estadio Charrúa",NA,NA,NA,"11frqwfzq9","Pe%C3%B1arol_Rugby","Pe%C3%B1arol_Rugby",NA,"Pe%C3%B1arol_Rugby","%E3%83%9A%E3%83%8B%E3%83%A3%E3%83%AD%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC","http://dbpedia.org/resource/Peñarol_Rugby"
"2841","Q83867801","Yacare XV","rugby union team","2019-01-01","Olímpia Lions; Club Olímpia Lions",NA,NA,"Paraguay","Super Liga Americana de Rugby",NA,NA,NA,"Asunción",NA,"11frs2ch_f","Yacare_XV","Yacare_XV",NA,"Yacare_XV","%E3%82%B8%E3%83%A3%E3%82%AB%E3%83%ACXV","http://dbpedia.org/resource/Olímpia_Lions"
"2842","Q84348017","Selknam","rugby union team",NA,"Selknam (rugby union)",NA,NA,"Chile",NA,NA,NA,NA,NA,NA,"11j7vj9gcn","Selknam_(rugby_union)","Selknam_(rugby_%C3%A0_XV)",NA,"Selknam_Rugby","%E3%82%BB%E3%83%AB%E3%82%AF%E3%83%8A%E3%83%A0_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC)","http://dbpedia.org/resource/Selknam_(rugby_union)"
"2845","Q85748766","Brazil national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"11b81xpdx1","Brazil_national_under-20_rugby_union_team","%C3%89quipe_du_Br%C3%A9sil_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Brasil",NA,"http://dbpedia.org/resource/Brazil_national_under-20_rugby_union_team"
"2846","Q85754086","Cobras Brasil XV","rugby union team","2021-01-01",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"11j2ltspk8","Cobras_Brasil_XV","Cobras",NA,"Cobras_Brasil_Rugby","%E3%82%B3%E3%83%96%E3%83%A9%E3%82%B9%E3%83%BB%E3%83%96%E3%83%A9%E3%82%B8%E3%82%A6XV","http://dbpedia.org/resource/Cobras_Brasil_XV"
"2847","Q85758377","East of Scotland District","rugby union team",NA,"East of Scotland District (rugby union); East of Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11j84w5rs5","East_of_Scotland_District_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/East_of_Scotland_District_(rugby_union)"
"2848","Q85788038","Nauru national rugby union team","national rugby union team",NA,NA,NA,NA,"Nauru",NA,NA,NA,NA,NA,NA,"11fn0jcl6x","Nauru_national_rugby_union_team","%C3%89quipe_de_Nauru_de_rugby_%C3%A0_XV",NA,NA,NA,"http://dbpedia.org/resource/Nauru_national_rugby_union_team"
"2851","Q85814471","Warriston RFC","rugby union club",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"11fs93ncmz","Warriston_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Warriston_RFC"
"2852","Q85815139","West of Scotland District","rugby union team",NA,"West of Scotland District (rugby union); West of Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11fs8r_571","West_of_Scotland_District_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/West_of_Scotland_District_(rugby_union)"
"2853","Q85845658","Cincinnati Rugby Football Club","rugby union club","1974-01-01","Cincinnati Wolfhounds; Cincinnati RFC",NA,NA,"U.S.A.",NA,NA,NA,NA,"Cincinnati",NA,"11h8f4m8p3","Cincinnati_Wolfhounds",NA,NA,NA,NA,"http://dbpedia.org/resource/Cincinnati_Wolfhounds"
"2854","Q85846875","Palmer College Rugby Football Club","rugby union club","1960-01-01","Palmer Rugby; Milwaukee Barbarians Athletic Club",NA,NA,"U.S.A.","Midwest Rugby Premiership",NA,NA,NA,"Davenport",NA,"11fpqw_cjy","Palmer_Rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/Palmer_Rugby"
"2869","Q95115354","Libelluli Rugby Football Club","rugby union team","1990-01-01",NA,NA,NA,"Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","Q95565441","Narvskaya Zastava Rugby Club","rugby union club",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,"Saint Petersburg",NA,"11ft3v_fjz",NA,NA,NA,NA,NA,NA
"2871","Q96071617","LA Giltinis","rugby union team",NA,NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"11j6schclj","LA_Giltinis","Giltinis_de_Los_Angeles",NA,"Los_Angeles_Giltinis","LA%E3%82%AE%E3%83%AB%E3%83%86%E3%82%A3%E3%83%8B%E3%82%B9","http://dbpedia.org/resource/LA_Giltinis"
"2872","Q96073676","Dallas Jackals","rugby union team",NA,NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"11jn3hn0fn","Dallas_Jackals","Jackals_de_Dallas",NA,"Dallas_Jackals","%E3%83%80%E3%83%A9%E3%82%B9%E3%83%BB%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AB%E3%83%AB%E3%82%BA","http://dbpedia.org/resource/Dallas_Jackals"
"2873","Q96147221","Netherlands national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,"11jn6chnlg","Netherlands_national_under-20_rugby_union_team","%C3%89quipe_des_Pays-Bas_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_los_Pa%C3%ADses_Bajos",NA,"http://dbpedia.org/resource/Netherlands_national_under-20_rugby_union_team"
"2874","Q96240634","France national under-17 rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876","Q96356436","Club de Rugbi Bonanova","rugby union team","1969-01-01",NA,"2001-01-01",NA,"Spain",NA,NA,"Camp Municipal de Rugby La Foixarda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","Q96356605","Club de Rugby Majadahonda","rugby union team","1991-01-01",NA,NA,NA,"Spain",NA,NA,NA,NA,"Majadahonda",NA,NA,NA,NA,NA,"Club_de_Rugby_Majadahonda",NA,NA
"2878","Q96371391","Aberdeen Nomads RFC","rugby union club",NA,"Aberdeen Nomads Rugby Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"11j5hn32t6","Aberdeen_Nomads_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Aberdeen_Nomads_RFC"
"2879","Q96372319","Ardrossan Castle Foot-Ball Club","defunct rugby union club",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"11fwc1bn0h","Ardrossan_Castle_Foot-Ball_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Ardrossan_Castle_Foot-Ball_Club"
"2882","Q96375057","Cities District","rugby union team",NA,"Cities District (rugby union); Cities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11j3735b49","Cities_District_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/Cities_District_(rugby_union)"
"2884","Q96379929","Greenock Osborne F.C.","rugby union club",NA,"Osborne Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11fwpb13wx","Greenock_Osborne_F.C.",NA,NA,NA,NA,"http://dbpedia.org/resource/Greenock_Osborne_F.C."
"2885","Q96391639","Malaysia Valke","rugby union club",NA,NA,NA,NA,"Malaysia",NA,NA,NA,NA,NA,NA,"11ft3vwvd6","Malaysia_Valke",NA,NA,"Malaysia_Valke",NA,"http://dbpedia.org/resource/Malaysia_Valke"
"2886","Q96394258","Muddy York RFC","rugby union club",NA,"Toronto Muddy York Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11j6tw3mzl","Muddy_York_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Muddy_York_RFC"
"2888","Q96398205","Paisley Football and Shinty Club","rugby union club",NA,"Paisley Royal Football and Shinty Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11j6tw3sm1","Paisley_Football_and_Shinty_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Paisley_Football_and_Shinty_Club"
"2889","Q96400361","Provinces District","rugby union club",NA,"Provinces District (rugby union); Provinces",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"11j376313r","Provinces_District_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/Provinces_District_(rugby_union)"
"2890","Q96418948","Michigan RFC","rugby union club",NA,"Michigan Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11jnt6jb2v","Michigan_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Michigan_RFC"
"2892","Q97177935","Chicken Rugby","rugby union team",NA,NA,NA,NA,"Italy",NA,NA,NA,NA,"Rozzano",NA,"11fv40jc3p",NA,NA,"Chicken_Rugby",NA,NA,NA
"2893","Q97180206","Ragbi klub Dorćol","rugby union team",NA,NA,NA,NA,"Serbia",NA,NA,NA,NA,NA,NA,"11jg4r5cn2",NA,NA,"Ragbi_klub_Dor%C4%87ol",NA,NA,NA
"2895","Q97356777","San Diego State Aztecs rugby","rugby union team",NA,"San Diego State Aztecs rugby union; San Diego State Aztecs; rugby club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"11jp0fmjd1","San_Diego_State_Aztecs_rugby_union",NA,NA,NA,NA,"http://dbpedia.org/resource/San_Diego_State_Aztecs_rugby_union"
"2898","Q97861229","Kanaloa Hawai’i","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kanaloa_Hawaii",NA,NA,NA,NA,NA
"2900","Q98539235","VfR Döhren","rugby union team","2007-01-01",NA,"2020-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901","Q98734347","Landarbaso Rugby Taldea","rugby union team","2019-01-01",NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902","Q99469829","Oulu Rugby Club","rugby union team",NA,NA,NA,NA,"Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903","Q100605533","Pilier Rugby Club","rugby union team","1989-01-01",NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909","Q102860900","Candás Rugby Club","rugby union team",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911","Q103819785","CAR Sevilla","rugby union team","1976-01-01",NA,NA,NA,"Spain","División de Honor B de Rugby",NA,NA,NA,NA,NA,"11mvm33dyg","CAR_Sevilla",NA,NA,"CAR_Coanda_Sevilla",NA,NA
"2912","Q104598189","Rugby Club Junkers","rugby union team",NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,"Kiketi",NA,"11qp2_49zf",NA,"Rugby_Club_Iunkerebi",NA,NA,NA,NA
"2914","Q104649868","North Island (rugby union)","rugby union team",NA,"North Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11hj7xqpgf","North_Island_(rugby_union)","%C3%8Ele_du_Nord_(rugby_%C3%A0_XV)",NA,NA,NA,"http://dbpedia.org/resource/North_Island_(rugby_union)"
"2915","Q104649869","South Island (rugby union)","rugby union team",NA,"South Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11hj7xj8pv","South_Island_(rugby_union)","%C3%8Ele_du_Sud_(rugby_%C3%A0_XV)",NA,NA,NA,"http://dbpedia.org/resource/South_Island_(rugby_union)"
"2916","Q104841744","Berlin Irish RFC","rugby union team",NA,"Berlin Irish; Berlin Irish Rugby Football Club",NA,NA,"Germany",NA,NA,NA,NA,NA,NA,"11n5vg20wk","Berlin_Irish_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Berlin_Irish_RFC"
"2918","Q104851532","Dallas RFC","rugby union team",NA,"Dallas Rugby; Dallas Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11jy0yyhjm","Dallas_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Dallas_RFC"
"2930","Q104879075","Rugby Eagles Luxembourg","rugby union club",NA,NA,NA,NA,"Luxembourg",NA,NA,NA,NA,NA,NA,"11qprcclrm","Rugby_Eagles_Luxembourg",NA,NA,NA,NA,"http://dbpedia.org/resource/Rugby_Eagles_Luxembourg"
"2933","Q105334502","Saint Vincent and the Grenadines national rugby union team","national rugby union team",NA,NA,NA,NA,"Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,"11qp_48wm9","Saint_Vincent_and_the_Grenadines_national_rugby_union_team",NA,NA,NA,NA,NA
"2934","Q105561254","Royal Air Force Rugby Union","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Royal_Air_Force_Rugby_Union",NA,NA,NA,NA,"http://dbpedia.org/resource/Royal_Air_Force_Rugby_Union"
"2935","Q105883493","United States national under-23 rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United_States_national_under-23_rugby_union_team",NA,NA,NA,NA,"http://dbpedia.org/resource/United_States_national_under-23_rugby_union_team"
"2936","Q106203603","Belgium national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,"%C3%89quipe_de_Belgique_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_B%C3%A9lgica",NA,NA
"2939","Q106620854","WRC Te Werve","rugby union team",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,"11r8t1fl6n",NA,NA,NA,NA,NA,NA
"2947","Q107304762","Pacific Pride","rugby union team",NA,"Pacific Pride (rugby union); ; Rugby Canada National Development Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific_Pride_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/Pacific_Pride_(rugby_union)"
"2948","Q107339843","Union sportive pouillonnaise","rugby union team","1921-01-01",NA,"2021-06-01",NA,"France",NA,NA,NA,NA,"Pouillon",NA,NA,NA,NA,NA,NA,NA,NA
"2949","Q107339878","Association sportive des bleuets labatutois","rugby union team","1908-01-01",NA,"2021-06-01",NA,"France",NA,NA,NA,NA,"Labatut",NA,NA,NA,NA,NA,NA,NA,NA
"2951","Q107345489","Parentis sport rugby","rugby union team","1922-01-01",NA,NA,NA,"France",NA,NA,NA,NA,"Parentis-en-Born",NA,NA,NA,NA,NA,NA,NA,NA
"2952","Q107345498","Rugby Club Nord Landes","rugby union team","2019-05-24",NA,NA,NA,"France",NA,NA,NA,NA,"Labouheyre",NA,NA,NA,NA,NA,NA,NA,NA
"2954","Q107345634","Étoile sportive léonnaise","rugby union team","1906-01-01",NA,"2020-06-26",NA,"France",NA,NA,NA,NA,"Léon",NA,NA,NA,NA,NA,NA,NA,NA
"2955","Q107345657","Racing Club linxois","rugby union team","1922-01-01",NA,"2001-06-04",NA,"France",NA,NA,NA,NA,"Linxe",NA,NA,NA,NA,NA,NA,NA,NA
"2956","Q107345666","Union sportive castésienne","rugby union team","1907-01-01",NA,"2001-06-04",NA,"France",NA,NA,NA,NA,"Castets",NA,NA,NA,NA,NA,NA,NA,NA
"2957","Q107345674","Rugby Castets Linxe","rugby union team","2001-06-05",NA,"2020-06-26",NA,"France",NA,NA,NA,NA,"Linxe",NA,NA,NA,NA,NA,NA,NA,NA
"2974","Q107523022","Bunnythorpe RFC","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2977","Q107523111","Dannevirke Sports Club","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991","Q107660641","Rostov","rugby union club","2020-01-01",NA,NA,"Rugby Union of Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_Rostov",NA,NA,NA,NA
"3013","Q107970196","Glasgow Caledonian University RFC","rugby union club",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025","Q108301006","Rugby Club amollois","rugby union team","1986-04-16",NA,"2018-06-27",NA,"France",NA,NA,NA,NA,"Amou",NA,NA,NA,NA,NA,NA,NA,NA
"3026","Q108301034","Union sportive pomarézienne","rugby union team","1979-05-01",NA,"2018-06-27",NA,"France",NA,NA,NA,NA,"Pomarez",NA,NA,NA,NA,NA,NA,NA,NA
"3029","Q108304712","Real Soldevilla campétois","rugby union team","2003-01-01",NA,"2016-01-01",NA,"France",NA,NA,NA,NA,"Campet-et-Lamolère",NA,NA,NA,NA,NA,NA,NA,NA
"3031","Q108377638","The Black Lion","rugby union team",NA,"Black Lion; Lomi (The Lions)",NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,"Black_Lion_(rugby_union)","Black_Lion",NA,"The_Black_Lion","%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3","http://dbpedia.org/resource/The_Black_Lion"
"3032","Q108415422","AZS-AWFiS Gdańsk Rugby","rugby union team",NA,"AZS-AWFiS Gdańsk; Akademicki Związek Sportowy Akademia Wychowania Fizycznego i Sportu Gdańsk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZS-AWFiS_Gda%C5%84sk_Rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/AZS-AWFiS_Gdańsk_Rugby"
"3034","Q108565098","Tel Aviv Heat","rugby union team","2021-07-07",NA,NA,NA,"Israel",NA,NA,NA,NA,NA,NA,NA,"Tel_Aviv_Heat","Tel_Aviv_Heat",NA,"Tel_Aviv_Heat","%E3%83%86%E3%83%AB%E3%82%A2%E3%83%93%E3%83%96%E3%83%BB%E3%83%92%E3%83%BC%E3%83%88","http://dbpedia.org/resource/Tel_Aviv_Heat"
"3035","Q108565145","Castilla y León Iberians","rugby union team","2021-01-01","Castilla y León",NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,"Castilla_y_Le%C3%B3n_Iberians","Castilla_y_Le%C3%B3n_Iberians",NA,"Castilla_y_Le%C3%B3n_Iberians","%E3%82%AB%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%AA%E3%83%A3%E3%83%BB%E3%82%A4%E3%83%BB%E3%83%AC%E3%82%AA%E3%83%B3%E3%83%BB%E3%82%A4%E3%83%99%E3%83%AA%E3%82%A2%E3%83%B3%E3%82%B9","http://dbpedia.org/resource/Castilla_y_León_Iberians"
"3036","Q108666985","The Delta","rugby union team",NA,"The Delta (rugby union)",NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,NA,"Delta_(rugby_union)","Delta_(rugby_%C3%A0_XV)",NA,"The_Delta","%E3%83%87%E3%83%AB%E3%82%BF_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%81%E3%83%BC%E3%83%A0)","http://dbpedia.org/resource/The_Delta_(rugby_union)"
"3038","Q108685870","Brussels Devils","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brussels_Devils",NA,"Brussels_Devils","%E3%83%96%E3%83%AA%E3%83%A5%E3%83%83%E3%82%BB%E3%83%AB%E3%83%BB%E3%83%87%E3%83%B4%E3%82%A3%E3%83%AB%E3%82%BA",NA
"3039","Q108803455","Vancouver Island Crimson Tide","rugby union team",NA,"Crimson Tide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vancouver_Island_Crimson_Tide",NA,NA,NA,NA,"http://dbpedia.org/resource/Vancouver_Island_Crimson_Tide"
"3044","Q109315537","Rhodesia Rugby Union Team","national rugby union team","1898-01-01",NA,NA,NA,"Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,"%C3%89quipe_de_Rhod%C3%A9sie_de_rugby_%C3%A0_XV",NA,NA,NA,NA
"3045","Q109344024","National Chengchi University Rugby Team","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046","Q109357812","Aichi Teachers Club","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E6%84%9B%E7%9F%A5%E6%95%99%E5%93%A1%E3%82%AF%E3%83%A9%E3%83%96",NA
"3047","Q109359846","Yokohama TKM","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YOKOHAMA_TKM",NA
"3049","Q109364187","Sompo Reds","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOMPO%E3%83%AC%E3%83%83%E3%82%BA",NA
"3053","Q109418248","National Taiwan University rugby team","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054","Q109452732","Yokogawa Musashino Artemistars","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E6%A8%AA%E6%B2%B3%E6%AD%A6%E8%94%B5%E9%87%8E%E3%82%A2%E3%83%AB%E3%83%86%E3%83%9F%E3%83%BB%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BA",NA
"3055","Q109453887","Tsukushi Young Luggers","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E3%81%A4%E3%81%8F%E3%81%97%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%AC%E3%83%BC%E3%82%BA",NA
"3056","Q109594097","Hercules","rugby union team",NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E3%83%8F%E3%83%BC%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%BC%E3%82%BA_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC)",NA
"3061","Q109717645","Fleury Olympique","rugby union team",NA,NA,NA,NA,"France",NA,NA,NA,NA,"Fleury",NA,NA,NA,NA,NA,NA,NA,NA
"3062","Q109717674","Stade Auto Lyon","rugby union team",NA,NA,NA,NA,"France",NA,NA,NA,NA,"Lyon",NA,NA,NA,NA,NA,NA,NA,NA
"3065","Q109941509","Rugbyende Utrechtse Studenten","rugby union club",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066","Q110250064","Rugbi Club Sant Andreu","rugby union team","1921-01-01",NA,"1925-01-01",NA,"Spain",NA,NA,NA,NA,"Sant Andreu de Palomar",NA,NA,NA,NA,NA,NA,NA,NA
"3067","Q110588757","Berkeley All Blues","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berkeley_All_Blues",NA,NA,NA,NA,"http://dbpedia.org/resource/Berkeley_All_Blues"
"3068","Q110613054","Life West Gladiatrix","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Life_West_Gladiatrix",NA,NA,NA,NA,"http://dbpedia.org/resource/Life_West_Gladiatrix"
"3069","Q110613058","Life West Gladiators","rugby union team",NA,NA,NA,NA,"U.S.A.",NA,NA,NA,NA,"Hayward",NA,NA,"Life_West_Gladiators",NA,NA,NA,NA,"http://dbpedia.org/resource/Life_West_Gladiators"
"3070","Q110741460","Peninsula Seagulls","rugby union team","2014-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3071","Q110892002","Stade nayais","rugby union team","1901-01-01",NA,"1962-03-11",NA,"France",NA,NA,NA,NA,"Nay",NA,NA,NA,NA,NA,NA,NA,NA
"3075","Q111311281","Químic Equip de Rugby","rugby union team","1986-01-01",NA,NA,NA,"Spain",NA,NA,NA,NA,"Barcelona",NA,NA,NA,NA,NA,NA,NA,NA
"3076","Q111433687","Amicale sportive magescquoise","rugby union team",NA,NA,"1962-01-01",NA,"France",NA,NA,NA,NA,"Magescq",NA,NA,NA,NA,NA,NA,NA,NA
"3077","Q111937086","Eumundi Rugby Union Club","rugby union club",NA,"; Eumundi Rugby Union Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eumundi_Rugby_Union_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Eumundi_Rugby_Union_Club"
